@RELATION knnBarkType
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {bark,woof}

@DATA
0.034876,0.019018,3.116279,0.105930,0.164391,0.155991,0.005821,0.040208,-26.482461,2.053254,-1.821438,-0.063911,-0.373217,0.492909,0.690127,0.006266,0.163375,0.055026,-0.406345,0.091132,0.000721,0.003079,0.005458,0.006196,0.018660,0.020722,0.002884,0.189632,0.004089,0.005255,0.008093,0.012133,0.002344,0.054451,0.014921,0.028849,0.132412,0.016519,0.043441,0.128628,0.002797,0.022309,2.873265,0.806588,0.702055,0.337939,0.307918,0.156212,0.183854,0.152282,0.184431,0.180999,0.165493,0.126261,0.116224,0.002767,0.012355,0.005365,0.018043,0.017167,0.002937,0.167285,0.006060,0.004801,0.010017,0.007696,0.002165,0.043529,bark
0.015168,0.006456,3.109815,0.089171,0.155770,0.056362,0.033446,0.010896,-36.145174,2.002397,-0.241451,0.234601,0.005928,0.122145,0.239198,0.063104,0.089660,-0.017429,-0.049131,-0.020594,-0.040757,0.001838,0.000968,0.015623,0.009160,0.002036,0.000648,0.288953,0.001944,0.000586,0.003363,0.007210,0.000421,0.081374,0.013340,0.016175,0.205599,0.041742,0.086667,0.073686,0.105850,0.012194,6.233373,1.119087,0.681998,0.378259,0.275587,0.142349,0.177277,0.160035,0.175464,0.168698,0.187338,0.144067,0.127808,0.002645,0.001641,0.025664,0.015355,0.002189,0.001175,0.143814,0.007077,0.000701,0.004507,0.008016,0.000711,0.036658,bark
0.016163,0.005953,3.116562,0.121678,0.216212,0.040556,0.033451,0.014896,-31.895637,2.572216,-0.307633,0.169441,0.157110,0.324903,0.154207,0.059746,-0.042324,-0.113822,-0.071388,0.398435,-0.001547,0.002370,0.001135,0.009162,0.009339,0.002799,0.000538,0.365449,0.000383,0.000482,0.001950,0.006416,0.002355,0.102435,0.007649,0.012241,0.142089,0.016500,0.034043,0.032846,0.104529,0.013318,2.934025,0.492902,0.563574,0.215252,0.229536,0.083666,0.097565,0.109959,0.183575,0.107762,0.189025,0.086923,0.070460,0.002796,0.001468,0.009461,0.012993,0.003326,0.000626,0.093057,0.000484,0.000718,0.002080,0.002012,0.004929,0.023262,bark
0.020490,0.010522,3.130068,0.094237,0.158371,0.137799,0.033820,0.026260,-34.676839,1.858012,-0.244306,0.245659,0.048589,0.163938,0.239451,0.132328,0.000996,-0.055010,-0.040148,0.112564,-0.126921,0.000679,0.001427,0.007519,0.002095,0.004961,0.001087,0.301528,0.000348,0.000912,0.001388,0.007441,0.000955,0.083157,0.019274,0.014769,0.168394,0.040037,0.087867,0.193761,0.112582,0.039133,6.543078,1.216763,0.656811,0.385925,0.282518,0.147674,0.194371,0.120606,0.155379,0.186277,0.192098,0.130883,0.114410,0.000902,0.003007,0.010261,0.003520,0.006482,0.001476,0.152310,0.000398,0.001328,0.001788,0.007968,0.002060,0.041627,bark
0.030661,0.025843,3.014799,0.090260,0.139208,0.124145,0.111187,0.037778,-27.407997,1.386996,-1.678512,-0.089904,-0.267970,0.276693,0.056471,0.342631,0.578604,0.076448,-0.695438,-0.059160,0.018180,0.010765,0.018356,0.013223,0.015444,0.002198,0.002444,0.139488,0.000587,0.001403,0.004922,0.009444,0.006670,0.042097,0.016088,0.031249,0.437435,0.032572,0.054525,0.061640,0.299575,0.017177,8.362828,0.546419,0.718949,0.313486,0.231668,0.187621,0.187189,0.168820,0.258663,0.135731,0.361300,0.148913,0.119880,0.016372,0.022096,0.009425,0.018272,0.002035,0.002043,0.123664,0.000574,0.001153,0.004067,0.005757,0.006228,0.030106,bark
0.014074,0.007976,3.109684,0.091846,0.157333,0.043235,0.032316,0.011638,-34.303073,1.674226,-0.357103,0.299778,0.103315,0.205002,0.065905,0.094269,0.203997,0.037786,-0.166212,-0.061873,-0.073225,0.001437,0.002039,0.013048,0.001569,0.001835,0.000462,0.287684,0.000779,0.001614,0.001413,0.007782,0.003673,0.079777,0.009675,0.012662,0.161496,0.044734,0.082507,0.043984,0.104621,0.012477,6.467106,0.970855,0.650781,0.297344,0.345294,0.195606,0.139778,0.166876,0.261088,0.119203,0.217803,0.144958,0.183927,0.002171,0.002802,0.016476,0.003037,0.002118,0.000673,0.148483,0.001572,0.002210,0.001992,0.009972,0.005658,0.039873,bark
0.092664,0.011677,3.168361,0.145688,0.145527,0.893783,0.029683,0.149646,-27.603425,0.750152,-1.202092,-0.251522,-0.194411,-0.149761,0.237000,0.276637,0.222858,-0.091022,-0.267153,-0.000992,-0.090061,0.006293,0.015194,0.011126,0.007968,0.005264,0.002804,0.075620,0.003253,0.005125,0.003428,0.007345,0.003638,0.025237,0.018915,0.013269,0.184391,0.021706,0.024406,0.161314,0.107686,0.027585,3.240250,0.568623,0.615977,0.325611,0.287699,0.264435,0.247962,0.268385,0.357725,0.315235,0.260466,0.290731,0.178389,0.006853,0.020180,0.009685,0.009940,0.006859,0.002206,0.038866,0.003836,0.006718,0.003347,0.005307,0.004362,0.011247,woof
0.027435,0.008671,3.130564,0.086080,0.128917,0.187092,0.049103,0.039764,-38.626608,1.504204,-0.410636,0.077606,0.003989,-0.199531,-0.005375,0.050602,0.067750,0.055897,0.070010,0.041590,-0.082779,0.007319,0.007130,0.004670,0.003771,0.002336,0.003745,0.199524,0.002828,0.001601,0.006165,0.006794,0.004156,0.059495,0.015538,0.022798,0.180961,0.019926,0.019919,0.155683,0.149666,0.029235,2.395525,0.433285,0.359220,0.259996,0.213555,0.181989,0.168349,0.189514,0.298394,0.176044,0.288816,0.214405,0.127270,0.011578,0.009772,0.004940,0.005540,0.002515,0.008306,0.049496,0.005340,0.002201,0.010249,0.008669,0.007195,0.012527,woof
0.037267,0.011937,3.158238,0.092723,0.137242,0.288939,0.055506,0.055884,-33.631447,1.845247,-1.026244,0.002932,0.056001,0.117514,0.204526,0.213512,0.030470,-0.144229,0.045792,0.069888,-0.073293,0.011846,0.006544,0.006436,0.002709,0.002989,0.003851,0.209683,0.002481,0.003553,0.001306,0.003991,0.001411,0.059739,0.024853,0.015093,0.221739,0.049250,0.081239,0.214029,0.216905,0.043130,7.908885,1.336932,0.588594,0.299961,0.276679,0.311635,0.200420,0.204008,0.280196,0.207677,0.242686,0.138005,0.143575,0.020994,0.011469,0.006617,0.002650,0.002729,0.004460,0.114787,0.002951,0.005796,0.001346,0.003883,0.002277,0.030001,woof
0.021419,0.019545,3.061372,0.095303,0.143723,0.118824,0.049752,0.017463,-36.424228,1.705001,-0.693807,-0.163498,0.092891,0.092057,0.328192,0.065136,-0.318386,-0.138109,0.238249,0.126172,-0.115243,0.000848,0.001495,0.007034,0.002139,0.004762,0.021356,0.217868,0.004911,0.001711,0.001163,0.005254,0.000716,0.064403,0.011330,0.016955,0.268046,0.036806,0.057162,0.089803,0.158191,0.017317,4.587576,0.830126,0.673868,0.291907,0.276171,0.186099,0.199782,0.167833,0.176249,0.156530,0.162168,0.167408,0.128629,0.001760,0.004152,0.011438,0.004323,0.006715,0.023158,0.084125,0.006992,0.003348,0.002492,0.008540,0.001928,0.022362,woof
0.025870,0.021953,3.154261,0.087676,0.114287,0.225106,0.030111,0.034260,-36.231367,1.185023,-0.715536,-0.249570,0.095327,0.068497,0.274065,0.187998,-0.231274,-0.144459,0.198169,0.114332,-0.047642,0.000779,0.001316,0.006984,0.005002,0.007901,0.011201,0.183732,0.007101,0.000957,0.000561,0.002877,0.000517,0.055907,0.015744,0.024709,0.176052,0.031208,0.045462,0.203396,0.107166,0.042457,4.479765,0.591576,0.601960,0.258647,0.242113,0.184603,0.169282,0.209716,0.189360,0.190453,0.194042,0.110021,0.122965,0.001139,0.002749,0.011479,0.009722,0.013046,0.019844,0.097739,0.011862,0.001399,0.000593,0.003551,0.000844,0.024158,woof
0.021963,0.025915,3.040886,0.102149,0.158326,0.090768,0.022474,0.016173,-33.723777,1.848587,-0.878833,-0.390547,0.063753,0.273432,0.325255,0.028011,-0.437899,-0.156120,0.284393,0.168426,-0.072404,0.001723,0.000652,0.006200,0.002910,0.006150,0.015053,0.210654,0.019821,0.001651,0.000816,0.003536,0.000392,0.061879,0.008243,0.026035,0.214049,0.037140,0.060753,0.066491,0.050386,0.008298,4.313654,0.904146,0.595816,0.349523,0.250080,0.191776,0.204719,0.198671,0.200476,0.242714,0.155079,0.179278,0.126607,0.003188,0.000924,0.008311,0.004940,0.008577,0.019010,0.115381,0.025952,0.001776,0.001131,0.004549,0.000491,0.030590,woof
0.039063,0.011968,3.146898,0.108817,0.150756,0.301802,0.041410,0.056076,-31.972133,1.574413,-0.693319,0.052887,0.222800,0.130283,0.297301,0.117979,0.030770,-0.068528,0.044820,-0.010322,-0.124038,0.007069,0.003518,0.008461,0.005339,0.001776,0.002557,0.217351,0.017097,0.005126,0.001377,0.004898,0.000973,0.062942,0.022886,0.017904,0.199723,0.041976,0.058681,0.238424,0.151372,0.047586,6.208470,0.775467,0.679654,0.292371,0.323767,0.320235,0.239575,0.275813,0.287129,0.232156,0.231595,0.153563,0.144706,0.011869,0.005593,0.010689,0.003957,0.001641,0.003639,0.107404,0.022345,0.007745,0.001721,0.004498,0.001987,0.025136,woof
0.022843,0.005710,3.129859,0.076355,0.115900,0.154165,0.018494,0.032417,-37.818895,1.601626,-0.422361,-0.230274,-0.277738,-0.105817,0.111913,0.182114,0.241507,-0.047034,-0.085559,0.020591,-0.124628,0.013953,0.007619,0.012397,0.006336,0.004040,0.001832,0.184375,0.001057,0.001136,0.002421,0.006701,0.005774,0.054216,0.012737,0.010484,0.175913,0.025861,0.039502,0.133339,0.062702,0.030122,3.348561,0.788217,0.341619,0.258254,0.245254,0.153688,0.225160,0.154049,0.217462,0.169383,0.108686,0.122344,0.148377,0.014329,0.006958,0.011986,0.010079,0.005316,0.002315,0.059798,0.001667,0.001199,0.002379,0.007668,0.007781,0.014327,woof
0.037143,0.023928,3.135830,0.092245,0.116933,0.288203,0.062897,0.052122,-34.069482,1.033927,-0.483486,0.005313,0.236441,0.124036,0.474070,0.204884,-0.454671,-0.213657,0.327252,0.045975,-0.158014,0.000407,0.000329,0.006529,0.004625,0.009437,0.016458,0.179226,0.001936,0.001378,0.000485,0.003686,0.000209,0.051250,0.022869,0.016239,0.256112,0.054565,0.073451,0.187864,0.231479,0.043536,8.315817,0.812996,0.489542,0.273558,0.279720,0.184244,0.235057,0.196798,0.221265,0.169927,0.178048,0.130000,0.139901,0.000539,0.000412,0.011737,0.011706,0.008742,0.015965,0.103520,0.002895,0.001494,0.000534,0.005558,0.000240,0.027387,woof
0.067195,0.007494,3.190915,0.143695,0.166545,0.595821,0.006377,0.105688,-29.288096,1.394096,-1.109517,0.061816,-0.030681,-0.178311,0.363522,0.293331,0.313058,-0.168959,-0.255818,0.019025,-0.004194,0.010212,0.011439,0.022329,0.002748,0.003297,0.002151,0.172384,0.001787,0.006411,0.001617,0.004513,0.001970,0.052080,0.025986,0.017280,0.060241,0.027429,0.019078,0.385088,0.004408,0.074329,1.524617,0.771698,0.766862,0.279599,0.329502,0.185914,0.274968,0.261521,0.270726,0.389333,0.271788,0.227358,0.194386,0.017799,0.013954,0.018206,0.003117,0.003893,0.001964,0.051740,0.002014,0.011362,0.001170,0.003417,0.003894,0.014245,woof
0.038930,0.008326,3.135512,0.107313,0.149786,0.297476,0.038731,0.055299,-31.999649,1.510257,-1.021071,0.063897,0.286440,0.180505,0.456190,0.135664,-0.213322,-0.112611,0.205867,0.043463,-0.090459,0.001026,0.001129,0.007307,0.005580,0.014260,0.007282,0.206303,0.002035,0.002535,0.002625,0.006229,0.000860,0.058871,0.019183,0.006470,0.173205,0.041560,0.064623,0.208357,0.141111,0.041888,5.815788,0.845163,0.630360,0.187868,0.414036,0.162055,0.293005,0.290897,0.270843,0.259099,0.308695,0.172562,0.132804,0.001583,0.002195,0.011997,0.009578,0.021857,0.008599,0.109085,0.003112,0.004960,0.003312,0.007441,0.001062,0.028690,woof
