@RELATION knnBarkType
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {bark,woof}

@DATA
0.033347,0.052685,2.998889,0.090944,0.136144,0.138108,0.166024,0.050278,-27.239541,0.802770,-1.854002,-0.076862,-0.406136,0.274447,0.325089,0.417515,0.313668,-0.316829,-0.519086,0.234465,-0.087654,0.005962,0.007919,0.023372,0.022957,0.016441,0.002296,0.045475,0.001593,0.003159,0.004806,0.012420,0.001811,0.017510,0.020509,0.042156,0.445678,0.043180,0.062132,0.095989,0.361184,0.024199,10.470230,0.651981,0.849030,0.147287,0.293731,0.210305,0.265917,0.240242,0.222582,0.225481,0.259071,0.212286,0.102711,0.006755,0.009430,0.012613,0.020799,0.014419,0.002188,0.054973,0.001185,0.003165,0.004505,0.007738,0.001094,0.013263,bark
0.016030,0.010535,3.025101,0.083488,0.146443,0.061236,0.036463,0.010395,-33.892523,1.459962,-0.337860,0.544714,-0.115223,0.171872,0.350179,0.059923,-0.003150,0.092071,-0.248997,0.014743,0.047012,0.001510,0.000937,0.040823,0.006286,0.002215,0.000495,0.243578,0.000803,0.000654,0.001905,0.007917,0.000973,0.071459,0.010799,0.016890,0.215445,0.039610,0.076858,0.069519,0.123575,0.010366,6.416782,0.740659,0.650336,0.656689,0.227289,0.207994,0.243484,0.169821,0.222033,0.120135,0.187328,0.211477,0.123136,0.002872,0.002153,0.051091,0.011294,0.002690,0.000454,0.125086,0.001088,0.000984,0.002535,0.007568,0.001745,0.033149,bark
0.038008,0.028516,3.047649,0.097821,0.140271,0.181832,0.083039,0.047652,-27.493463,0.833380,-1.595691,-0.032157,-0.489842,0.423086,0.597987,0.435946,0.099379,-0.572429,-0.075195,0.372915,-0.081283,0.001340,0.002088,0.017543,0.027396,0.016715,0.005155,0.115885,0.001502,0.002761,0.001834,0.009889,0.002605,0.036974,0.019435,0.038928,0.345005,0.034088,0.048400,0.096191,0.244144,0.022213,7.664410,0.800527,0.823802,0.223179,0.307037,0.270833,0.356201,0.271611,0.136928,0.274681,0.214959,0.199337,0.118563,0.000876,0.002038,0.030489,0.025595,0.013157,0.003867,0.110637,0.001565,0.002264,0.000720,0.007220,0.002653,0.026404,bark
0.097054,0.043061,3.218359,0.134553,0.142855,0.928253,0.004169,0.184028,-23.563583,0.802659,-1.742049,0.128689,-0.315484,0.060428,0.534024,0.524102,0.339182,-0.328926,-0.692579,0.373863,-0.106082,0.004005,0.007067,0.009901,0.006179,0.005594,0.014604,0.112932,0.000939,0.003220,0.004663,0.005132,0.003878,0.030703,0.035861,0.031543,0.096250,0.010281,0.022782,0.421989,0.004823,0.065382,1.304907,0.545910,0.185771,0.292644,0.303250,0.138303,0.338535,0.379023,0.138737,0.200623,0.217612,0.134460,0.066525,0.004983,0.005984,0.004432,0.003894,0.002641,0.013037,0.119447,0.000677,0.002085,0.002540,0.002945,0.002325,0.032793,bark
0.056829,0.041737,3.089758,0.109012,0.142682,0.342559,0.004482,0.058750,-23.652866,1.345618,-2.249229,-0.058556,-0.406139,0.229716,0.183438,-0.103872,0.606362,0.304655,-0.591486,-0.279373,0.159077,0.002335,0.004762,0.023713,0.011219,0.004042,0.002841,0.066045,0.002855,0.011618,0.015537,0.018632,0.014680,0.020617,0.005171,0.036557,0.147490,0.004885,0.012225,0.076720,0.002724,0.005606,0.956176,0.337205,0.362109,0.255985,0.186927,0.238134,0.217062,0.227335,0.195108,0.227907,0.279388,0.259837,0.196881,0.001184,0.002918,0.017675,0.008393,0.003649,0.003494,0.045446,0.002776,0.005712,0.011213,0.009164,0.016303,0.009731,bark
0.025753,0.009343,3.131574,0.081995,0.123210,0.192706,0.031493,0.032323,-33.146452,0.703687,-0.417393,0.482368,0.219122,-0.028686,0.416199,-0.013426,-0.017909,0.033285,-0.038848,0.115551,-0.163612,0.001317,0.001679,0.021164,0.005479,0.003016,0.001589,0.233838,0.001032,0.002336,0.001890,0.006483,0.000691,0.064867,0.017292,0.013454,0.155532,0.038183,0.057346,0.165982,0.109336,0.029562,6.691302,0.602773,0.530206,0.541762,0.396998,0.252010,0.189408,0.149215,0.191644,0.148604,0.141386,0.281921,0.202981,0.002247,0.003950,0.023998,0.007258,0.002888,0.002174,0.109944,0.001428,0.002771,0.002029,0.007546,0.000894,0.029822,bark
0.033639,0.026733,3.028443,0.095523,0.139793,0.152718,0.103095,0.048833,-27.314963,1.078435,-1.686611,0.289309,-0.422330,0.176155,0.285812,0.426295,0.431949,-0.307464,-0.613172,0.126989,-0.030179,0.006253,0.009081,0.010726,0.022650,0.008079,0.001625,0.110788,0.000822,0.001395,0.002648,0.010130,0.004698,0.034087,0.016877,0.034296,0.430646,0.032688,0.051311,0.092691,0.295386,0.021247,8.114589,0.451869,0.628055,0.320549,0.295028,0.244065,0.338399,0.179692,0.216199,0.206359,0.283319,0.136359,0.176533,0.009471,0.008715,0.009607,0.018685,0.008982,0.001233,0.132255,0.000675,0.000933,0.002238,0.005846,0.004223,0.033703,bark
0.014282,0.005691,3.080976,0.094612,0.160638,0.039243,0.035744,0.011276,-35.596907,1.702433,-0.250126,0.303412,-0.014852,0.150212,0.117987,0.110760,0.198640,-0.034265,-0.230791,0.045627,-0.025422,0.001302,0.001457,0.010859,0.009233,0.002357,0.000900,0.288214,0.000327,0.001189,0.001281,0.006971,0.001457,0.081069,0.008754,0.013142,0.180856,0.047905,0.084027,0.033883,0.121270,0.011491,6.188410,0.902978,0.838519,0.389578,0.262778,0.173403,0.176414,0.139423,0.202975,0.155210,0.200735,0.205322,0.192322,0.001865,0.001980,0.012877,0.015544,0.001936,0.001439,0.153152,0.000465,0.002080,0.001699,0.004597,0.002074,0.039581,bark
0.033612,0.021842,3.050526,0.101743,0.153419,0.171697,0.093659,0.044773,-27.998079,1.389704,-1.413006,0.449678,-0.486619,0.125110,0.264599,0.301930,0.633425,-0.268701,-0.651210,0.234060,0.036929,0.008124,0.008741,0.017539,0.011560,0.003368,0.001123,0.172486,0.001337,0.001971,0.002453,0.006711,0.002346,0.049013,0.018792,0.037753,0.411897,0.033629,0.059234,0.114791,0.278156,0.024003,7.588973,0.737573,0.729203,0.390863,0.338146,0.158244,0.175177,0.182372,0.237145,0.143847,0.258321,0.174575,0.120602,0.009267,0.009774,0.010870,0.009488,0.002290,0.001104,0.153160,0.001696,0.001733,0.002323,0.005146,0.002858,0.040223,bark
0.017278,0.009692,3.034092,0.121672,0.219666,0.044818,0.008611,0.015264,-29.169839,2.711336,-0.208536,0.508593,0.077858,0.275190,0.244327,0.073843,0.110067,-0.054835,-0.213990,0.114613,0.009856,0.002548,0.000633,0.018443,0.005209,0.008018,0.001281,0.341935,0.001970,0.001069,0.002408,0.009017,0.002596,0.095023,0.009432,0.018196,0.154127,0.016527,0.032435,0.038154,0.006523,0.013827,1.771545,0.516591,0.627629,0.175347,0.229085,0.169505,0.169890,0.146907,0.188532,0.116549,0.275721,0.161294,0.147927,0.002421,0.000813,0.009246,0.010816,0.008994,0.001376,0.079542,0.005510,0.001341,0.001698,0.003558,0.004240,0.019987,bark
0.013104,0.010297,3.045780,0.083820,0.155189,0.036395,0.038504,0.012634,-34.830044,1.929801,-0.298936,0.300214,0.055802,0.211916,0.212125,0.086326,0.169643,-0.059699,-0.202064,0.083565,0.070603,0.000961,0.000672,0.029740,0.004025,0.003537,0.000465,0.236240,0.000516,0.000378,0.001617,0.008118,0.000688,0.066539,0.010487,0.015584,0.175254,0.039944,0.080944,0.042801,0.119385,0.012141,6.353349,1.099383,0.695272,0.365662,0.285969,0.166539,0.143751,0.152682,0.186012,0.113931,0.248360,0.096796,0.135898,0.001275,0.001047,0.032155,0.009615,0.003362,0.000495,0.122918,0.000901,0.000530,0.001861,0.007821,0.001034,0.033281,bark
0.030888,0.033315,2.989763,0.083516,0.132153,0.088018,0.107388,0.044250,-27.279788,1.328032,-1.771011,0.285575,-0.313460,0.497970,0.341868,0.309821,0.465963,-0.224751,-0.713870,0.352886,0.244520,0.019989,0.007060,0.022703,0.017263,0.007103,0.001776,0.126068,0.004120,0.000995,0.002057,0.008821,0.007797,0.038323,0.016741,0.043635,0.541910,0.030544,0.051734,0.059112,0.301002,0.020312,8.039815,0.648190,0.742361,0.424154,0.318868,0.263957,0.235004,0.243137,0.292474,0.109201,0.324472,0.160359,0.095040,0.016174,0.007066,0.021653,0.025386,0.007078,0.001446,0.132103,0.007553,0.001108,0.001580,0.005932,0.009061,0.033661,bark
0.013016,0.007381,3.064197,0.085366,0.153827,0.027689,0.035768,0.010880,-34.917121,1.759348,-0.284554,0.303929,-0.024901,0.184210,0.199504,0.024714,0.157815,0.002291,-0.238574,0.031911,0.035522,0.001645,0.001254,0.018402,0.004314,0.002025,0.000651,0.267000,0.000369,0.001677,0.002003,0.005584,0.001447,0.074325,0.008976,0.013201,0.199102,0.043772,0.081958,0.025178,0.112830,0.012238,6.340189,0.980295,0.725723,0.332663,0.270624,0.177831,0.158413,0.111195,0.188254,0.139940,0.171181,0.115987,0.105465,0.002677,0.002142,0.029811,0.005968,0.002064,0.000843,0.130354,0.000743,0.003107,0.002658,0.005628,0.002932,0.034750,bark
0.107614,0.053323,2.833260,0.169537,0.155137,1.013336,0.004316,0.163333,-25.899672,0.357209,-1.067766,-0.766769,-0.369623,0.267505,0.411953,-0.377950,-0.429621,0.286091,0.184709,0.215441,0.149478,0.002427,0.002750,0.002716,0.003001,0.003629,0.014727,0.065981,0.009813,0.010666,0.003470,0.002926,0.001916,0.019028,0.060867,0.059657,0.535123,0.057252,0.017740,0.779486,0.003931,0.103789,3.422948,0.350796,1.466138,0.214259,0.645524,0.435853,0.199112,0.351476,0.257520,0.356272,0.220306,0.232788,0.184541,0.002635,0.002128,0.001976,0.004415,0.004238,0.012337,0.047811,0.011050,0.009319,0.002560,0.001886,0.001952,0.011974,bark
0.020146,0.008718,3.088871,0.097718,0.145276,0.100325,0.029768,0.011249,-35.618584,1.907604,-0.203409,-0.015940,0.129738,0.088818,0.152197,0.034834,-0.062906,-0.201768,0.082512,0.106376,-0.087746,0.001619,0.000842,0.011249,0.009147,0.004534,0.004867,0.278118,0.005993,0.001369,0.001992,0.005971,0.000443,0.078233,0.010520,0.019261,0.220624,0.054758,0.077958,0.087612,0.100018,0.009566,6.227138,0.882539,0.866500,0.332045,0.447797,0.178326,0.222638,0.112175,0.249200,0.227645,0.185643,0.179982,0.097672,0.002453,0.001100,0.017730,0.014822,0.005349,0.007943,0.147365,0.010207,0.001694,0.002948,0.006089,0.000528,0.038023,bark
0.013821,0.011054,3.089897,0.095332,0.158764,0.053971,0.060141,0.013130,-34.988741,1.671142,-0.339312,0.400899,0.131190,0.100209,0.060012,0.024326,0.156733,0.029450,-0.198763,0.096819,0.082818,0.002110,0.001684,0.009061,0.000569,0.001291,0.000823,0.277784,0.000685,0.001268,0.000732,0.007785,0.004073,0.076933,0.012173,0.018333,0.268147,0.054492,0.095923,0.066208,0.226418,0.014299,8.169596,1.164188,0.567941,0.268086,0.325522,0.165563,0.141759,0.148889,0.244669,0.196267,0.248518,0.201875,0.112630,0.002763,0.002798,0.013476,0.000750,0.001816,0.001997,0.143523,0.001159,0.001839,0.001082,0.013196,0.007179,0.038728,bark
0.012570,0.009837,3.088092,0.097938,0.165658,0.038578,0.056267,0.012205,-34.969781,1.852229,-0.176343,0.249904,0.037196,0.065752,0.041051,0.122382,0.238436,-0.095635,-0.154131,0.084217,-0.020124,0.002254,0.006894,0.012387,0.001201,0.001915,0.000716,0.282749,0.000361,0.000478,0.002042,0.008267,0.003874,0.079329,0.009459,0.017733,0.286422,0.056546,0.097829,0.044462,0.207983,0.013490,8.018580,1.159775,0.616466,0.337105,0.285471,0.141310,0.134749,0.120621,0.257450,0.142229,0.250037,0.094326,0.102205,0.004421,0.012818,0.019827,0.001619,0.002146,0.000991,0.148426,0.000641,0.000656,0.003238,0.010266,0.005496,0.038483,bark
0.015087,0.005849,3.075244,0.092893,0.154025,0.049001,0.061244,0.014365,-35.827994,1.510635,-0.382550,0.348442,-0.020000,0.251718,0.077195,0.132140,0.148440,-0.168815,-0.139319,0.123643,-0.029719,0.002271,0.002518,0.008824,0.005987,0.002760,0.000377,0.267192,0.000423,0.000775,0.001400,0.008128,0.000429,0.074413,0.012074,0.012801,0.318135,0.054783,0.098385,0.058733,0.228976,0.015538,7.656546,1.307547,0.558440,0.261507,0.269293,0.238040,0.242074,0.161915,0.190058,0.169769,0.261774,0.105651,0.174607,0.003522,0.003958,0.011240,0.009146,0.004938,0.000493,0.149620,0.000615,0.001176,0.001892,0.012446,0.000599,0.039918,bark
0.060928,0.029307,2.986190,0.122855,0.140744,0.650039,0.167807,0.130139,-28.386068,0.795151,-1.877643,-0.364364,-0.286717,0.091194,0.606394,-0.003607,-0.145039,-0.000028,0.036196,-0.052028,0.057389,0.001992,0.002961,0.006402,0.007369,0.021661,0.005231,0.054070,0.021221,0.008953,0.002718,0.002929,0.004952,0.020079,0.043730,0.028530,0.484194,0.055681,0.066358,0.467125,0.366168,0.083577,10.019419,0.866571,0.897946,0.258892,0.219039,0.131974,0.361123,0.153542,0.123185,0.168084,0.299163,0.143716,0.106065,0.001557,0.003075,0.009541,0.005721,0.014298,0.004039,0.065138,0.020900,0.008425,0.001988,0.002762,0.003387,0.014429,bark
0.033840,0.003366,3.179937,0.095516,0.121479,0.318196,0.020026,0.052236,-38.897361,1.206105,-0.317730,-0.071354,0.018198,-0.013820,0.203481,0.078916,-0.107174,-0.007125,0.081599,0.043080,-0.083070,0.001390,0.002454,0.007043,0.004585,0.002798,0.003045,0.211147,0.004042,0.002555,0.002829,0.005175,0.000824,0.059278,0.017176,0.006521,0.098826,0.031102,0.041271,0.172895,0.071474,0.028421,3.171441,0.620347,0.497518,0.197473,0.227363,0.144944,0.138666,0.110719,0.187398,0.143565,0.156860,0.139562,0.095844,0.001286,0.003655,0.009394,0.005262,0.002622,0.003494,0.081697,0.004844,0.003349,0.003510,0.004535,0.001508,0.021723,bark
0.047033,0.013445,3.005300,0.130108,0.163658,0.300395,0.086135,0.035278,-30.366646,1.307431,-1.551481,-0.312587,-0.111083,0.204622,0.353866,-0.184624,-0.208171,0.340960,-0.059490,-0.134213,0.294202,0.003224,0.001621,0.003906,0.004220,0.012369,0.011734,0.107791,0.006709,0.007763,0.011404,0.008485,0.003953,0.032145,0.024096,0.025983,0.395321,0.043336,0.055723,0.174776,0.272822,0.025318,7.275675,0.612112,1.141882,0.398929,0.455380,0.287784,0.287787,0.152526,0.237089,0.345967,0.240946,0.209241,0.236394,0.005826,0.002430,0.003821,0.003469,0.016394,0.020454,0.082973,0.008680,0.008818,0.013742,0.010251,0.003612,0.020495,bark
0.028303,0.004147,2.965749,0.155251,0.221701,0.192936,0.026478,0.027187,-35.021449,2.111407,0.103600,0.264575,0.211805,0.028413,0.116009,0.072997,0.165739,-0.003324,-0.112524,0.036161,0.000091,0.002957,0.001593,0.009747,0.001099,0.002830,0.000879,0.348675,0.000940,0.000587,0.003964,0.012080,0.001375,0.096536,0.015409,0.011462,0.224661,0.020334,0.032857,0.149196,0.080668,0.035070,3.209937,0.568707,0.712949,0.149395,0.247813,0.173782,0.134055,0.098522,0.166902,0.224638,0.178502,0.104558,0.104041,0.004214,0.004555,0.006208,0.001304,0.002655,0.000651,0.089436,0.001688,0.000596,0.005344,0.005455,0.002987,0.023676,bark
0.021728,0.003585,3.058291,0.106957,0.163476,0.110419,0.053257,0.019164,-38.538122,1.675346,-0.215569,0.250975,0.168219,0.061283,-0.020024,0.042322,0.122915,0.049484,-0.151195,0.006130,0.014415,0.001755,0.002311,0.008338,0.003028,0.002392,0.000757,0.270912,0.001181,0.002151,0.002425,0.010735,0.005093,0.076011,0.017205,0.009856,0.280179,0.056559,0.095413,0.117665,0.200537,0.026066,6.518767,1.118999,0.661439,0.308183,0.333067,0.227638,0.212562,0.151677,0.209901,0.109228,0.195720,0.111702,0.162896,0.003353,0.003639,0.012544,0.004153,0.002720,0.001208,0.153983,0.002668,0.003456,0.003527,0.009944,0.010605,0.040353,bark
0.021057,0.007463,3.100486,0.101269,0.153328,0.141097,0.050989,0.025525,-35.278891,2.027904,-0.337697,-0.261886,-0.003818,0.073841,0.345782,0.053452,-0.205723,0.043772,0.153139,0.007863,-0.034397,0.001581,0.001023,0.008916,0.001298,0.003660,0.007822,0.268916,0.003170,0.003735,0.002132,0.005627,0.000748,0.074379,0.017044,0.014954,0.240908,0.053131,0.088581,0.166966,0.193608,0.036169,7.795618,1.337975,0.692947,0.361176,0.225078,0.172074,0.264212,0.189431,0.221712,0.148916,0.151353,0.162673,0.125118,0.002012,0.001749,0.011394,0.001768,0.003457,0.010629,0.135484,0.004266,0.006723,0.003176,0.004821,0.000941,0.036229,bark
0.048562,0.019280,2.756795,0.113955,0.140791,0.417109,0.170593,0.082083,-29.477638,0.172247,-1.904959,-0.066849,-0.236207,-0.213554,-0.080768,0.223672,0.215375,0.032525,-0.580519,0.062285,-0.006154,0.006322,0.008709,0.006180,0.005835,0.006163,0.003107,0.033534,0.001260,0.009194,0.004432,0.028123,0.008792,0.016831,0.029821,0.031081,0.846233,0.053016,0.067853,0.258625,0.372102,0.060688,9.611059,0.445443,0.866016,0.187461,0.212233,0.248813,0.453314,0.290474,0.343073,0.276476,0.432385,0.209763,0.243785,0.006850,0.008997,0.003681,0.004948,0.006612,0.003499,0.059909,0.001948,0.008950,0.004494,0.024121,0.013694,0.013804,bark
0.055797,0.021627,2.885726,0.106366,0.132315,0.467795,0.140262,0.093333,-29.320173,0.971172,-1.760068,-0.196418,-0.643607,-0.078982,0.125310,0.043845,0.327330,0.310858,-0.296997,0.035369,-0.013290,0.006926,0.016868,0.015069,0.008268,0.003675,0.003489,0.051044,0.007804,0.007724,0.009207,0.010687,0.006814,0.018572,0.036780,0.032363,0.591206,0.044669,0.055987,0.283135,0.330044,0.071560,9.051139,0.737551,1.048257,0.210988,0.427325,0.208181,0.407443,0.154910,0.405841,0.155683,0.215245,0.201913,0.155617,0.007118,0.028730,0.008200,0.011566,0.003587,0.002676,0.053955,0.010178,0.005155,0.007250,0.011064,0.007704,0.012694,bark
0.028352,0.003635,3.089469,0.109726,0.151236,0.223055,0.034505,0.033656,-36.114684,1.605437,-0.130338,-0.087006,0.165375,0.045928,0.106339,0.061392,0.021383,0.048980,0.060650,-0.049616,-0.132534,0.004452,0.002562,0.008678,0.001529,0.003144,0.002156,0.270013,0.002200,0.004948,0.001704,0.007778,0.002426,0.074949,0.022459,0.009114,0.179648,0.053081,0.076646,0.289402,0.121733,0.057567,6.210456,0.821552,0.877163,0.302888,0.359666,0.218921,0.213385,0.148038,0.168009,0.198717,0.143937,0.124124,0.126884,0.007588,0.003831,0.010733,0.001880,0.004361,0.003114,0.142032,0.003589,0.006923,0.001960,0.007028,0.004974,0.037833,bark
0.016616,0.005734,3.136568,0.094282,0.159014,0.080714,0.032284,0.019630,-35.386847,1.787997,-0.237813,0.371394,0.034849,0.122587,0.185152,0.106576,0.089001,0.001867,-0.129668,0.013362,-0.025231,0.001161,0.001248,0.006556,0.001890,0.002865,0.000490,0.305263,0.000439,0.001616,0.001526,0.005627,0.001583,0.084143,0.014575,0.010654,0.156262,0.043051,0.089374,0.112555,0.112951,0.029035,6.263755,1.182683,0.693136,0.309711,0.316126,0.146189,0.171971,0.159412,0.223154,0.188372,0.214563,0.145016,0.115448,0.002120,0.002189,0.005985,0.003286,0.003882,0.000622,0.151082,0.000613,0.002417,0.002068,0.004461,0.002436,0.041333,bark
0.043560,0.035506,3.017163,0.091899,0.116590,0.250327,0.166254,0.053194,-28.121854,0.386101,-2.027108,0.186040,-0.557105,0.196338,0.089390,0.213153,0.717103,0.265157,-0.526817,-0.016899,-0.076618,0.005411,0.009424,0.005403,0.002870,0.001706,0.000825,0.055351,0.004048,0.028852,0.006872,0.008017,0.016676,0.021108,0.024783,0.034386,0.485130,0.041669,0.053510,0.121511,0.363295,0.023918,10.087695,0.415492,0.930254,0.196281,0.357459,0.271043,0.109047,0.180406,0.404417,0.148797,0.424256,0.101350,0.143945,0.004079,0.006180,0.003165,0.002437,0.001067,0.000570,0.058490,0.004714,0.030282,0.008460,0.007660,0.015725,0.013189,bark
0.022888,0.013668,3.147624,0.079359,0.123257,0.119242,0.035968,0.028021,-33.406894,1.129490,-0.702976,0.131252,0.221639,0.269718,0.298878,-0.202957,0.004173,0.097840,0.201508,-0.048688,-0.214889,0.003938,0.002495,0.005963,0.000946,0.002109,0.002907,0.215462,0.005641,0.014787,0.002272,0.006978,0.001533,0.060175,0.017800,0.020499,0.228359,0.039165,0.053261,0.132125,0.121621,0.032188,7.643993,0.440063,1.023192,0.310592,0.328971,0.325076,0.315942,0.367831,0.205630,0.228400,0.251505,0.187902,0.162050,0.007131,0.005801,0.009699,0.001567,0.002385,0.004269,0.089956,0.012472,0.022841,0.002863,0.008383,0.002169,0.023299,bark
0.016394,0.007405,3.090635,0.091928,0.156895,0.067549,0.056596,0.014190,-35.690617,1.648553,-0.191019,0.453985,0.117115,0.132453,0.103590,0.229794,0.082290,-0.213462,-0.121608,0.206154,-0.088732,0.000409,0.001249,0.011030,0.004662,0.002273,0.000317,0.280777,0.000245,0.000250,0.000922,0.007004,0.000325,0.078172,0.014957,0.013021,0.282991,0.049752,0.095423,0.084299,0.210559,0.015854,7.632245,1.395725,0.637696,0.323356,0.272927,0.113602,0.099190,0.190780,0.152907,0.153027,0.224705,0.138809,0.081692,0.000476,0.002575,0.022043,0.007597,0.002481,0.000383,0.152477,0.000378,0.000345,0.001151,0.008038,0.000598,0.040935,bark
0.037932,0.045028,2.884361,0.108031,0.141215,0.193865,0.161220,0.044028,-30.085127,0.586798,-1.599125,0.297798,-0.212691,-0.220794,0.008447,0.363360,0.495187,-0.080145,-0.557935,0.136662,0.139227,0.005398,0.019758,0.042124,0.005157,0.001295,0.000744,0.062580,0.001073,0.003733,0.005141,0.012328,0.003929,0.026683,0.022053,0.059266,0.375278,0.054344,0.071402,0.135208,0.343023,0.023665,10.009579,0.705856,1.175278,0.287353,0.458982,0.362330,0.171256,0.238771,0.397103,0.177599,0.571747,0.161671,0.315944,0.007129,0.022164,0.028703,0.005033,0.001336,0.000790,0.085455,0.000688,0.005440,0.004402,0.018107,0.005949,0.018344,bark
0.060785,0.018116,3.138666,0.150010,0.181076,0.583802,0.005372,0.109118,-28.468880,1.875392,-0.745120,-0.657655,-0.034599,0.212767,0.427316,-0.121193,-0.344017,-0.062367,0.193038,0.092658,-0.050386,0.001384,0.002212,0.005040,0.001906,0.007045,0.033169,0.230412,0.005723,0.004266,0.003096,0.005513,0.002966,0.069762,0.033755,0.039714,0.108160,0.017079,0.033622,0.406362,0.003973,0.091529,3.425564,0.841534,1.127650,0.350305,0.369442,0.225813,0.311757,0.148103,0.205144,0.226069,0.167250,0.196242,0.184163,0.001722,0.003580,0.002979,0.001697,0.011432,0.058098,0.175890,0.006969,0.004712,0.005184,0.002869,0.005545,0.042192,bark
0.020143,0.004340,3.118138,0.100167,0.160501,0.101396,0.032392,0.018315,-35.711360,1.718162,-0.055613,0.223736,0.035868,0.091994,0.301161,0.076771,-0.059719,-0.027752,-0.065267,0.117305,-0.070519,0.000729,0.001399,0.009636,0.002465,0.005589,0.000959,0.293719,0.002042,0.001806,0.002292,0.007046,0.000488,0.081419,0.014939,0.009781,0.163376,0.044609,0.088104,0.100960,0.117847,0.022141,6.167342,1.229878,0.679445,0.401051,0.379812,0.141372,0.196401,0.150182,0.118096,0.210105,0.243083,0.107230,0.109352,0.000917,0.002352,0.015474,0.004098,0.008065,0.001376,0.153491,0.005643,0.002911,0.003375,0.008290,0.001099,0.041419,bark
0.049465,0.022765,3.078615,0.108012,0.137427,0.316356,0.110796,0.061574,-27.740689,0.821019,-1.469913,0.214370,-0.533566,0.125350,0.265445,0.607241,0.707053,-0.492066,-0.507879,0.125340,0.020699,0.008006,0.014460,0.018517,0.026597,0.002782,0.000712,0.080959,0.001115,0.001614,0.005146,0.005609,0.001891,0.026424,0.026851,0.026528,0.363444,0.039258,0.051334,0.170594,0.301613,0.023055,8.226854,0.643511,0.732491,0.196927,0.279666,0.165170,0.292909,0.357633,0.334721,0.253429,0.305419,0.242597,0.092352,0.006564,0.013800,0.014003,0.023282,0.001959,0.000792,0.079961,0.000918,0.001390,0.005805,0.008587,0.002180,0.018925,bark
0.047818,0.026770,3.080096,0.106823,0.143210,0.254620,0.005581,0.059643,-25.014376,1.219697,-1.884083,-0.004883,-0.603165,0.314424,0.425467,0.109269,0.443703,-0.052158,-0.512793,0.131012,0.056935,0.002302,0.005810,0.009300,0.032761,0.010512,0.002346,0.092608,0.001635,0.005703,0.009356,0.014656,0.005127,0.031873,0.012085,0.030480,0.125629,0.009381,0.025967,0.086544,0.003903,0.012165,2.244490,0.394572,0.491044,0.277410,0.357764,0.149766,0.441497,0.039615,0.303983,0.235889,0.259943,0.204709,0.092734,0.002265,0.006018,0.006686,0.037738,0.008601,0.001581,0.112951,0.001237,0.007448,0.007087,0.008563,0.003801,0.027206,bark
