@RELATION knnBarkDetect
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {barks,junk}

@DATA
0.005600,0.004203,3.142667,0.053559,0.097290,0.008624,0.037853,0.001236,-42.208739,1.187196,0.211457,0.206236,0.172248,0.059958,-0.024098,0.056731,0.006275,-0.062296,0.025126,0.014086,-0.017870,0.000495,0.000031,0.009368,0.000305,0.001166,0.000273,0.253447,0.000020,0.000116,0.000462,0.005292,0.000068,0.070467,0.005606,0.008450,0.219438,0.042961,0.078003,0.012436,0.137117,0.001391,6.721947,0.978670,0.194958,0.181837,0.159954,0.086065,0.089769,0.098897,0.075654,0.126818,0.060317,0.074365,0.043344,0.001108,0.000063,0.023588,0.000839,0.002030,0.000681,0.083603,0.000055,0.000358,0.001179,0.007579,0.000164,0.022530,junk
0.004398,0.006824,3.145204,0.048335,0.091899,0.006140,0.038115,0.001403,-42.179487,1.287286,0.206395,0.210910,0.147101,0.069224,0.053561,0.047680,-0.017907,-0.043897,0.022684,0.005885,-0.032443,0.000573,0.000041,0.015401,0.000311,0.002324,0.000184,0.251207,0.000014,0.000061,0.000666,0.004943,0.000077,0.070265,0.004019,0.010694,0.179224,0.039135,0.073788,0.006009,0.142631,0.001382,6.847927,1.074260,0.208997,0.202945,0.144555,0.099494,0.115159,0.099174,0.073475,0.075415,0.057026,0.057551,0.056824,0.001169,0.000079,0.025750,0.000570,0.003545,0.000328,0.076820,0.000028,0.000111,0.001271,0.006274,0.000141,0.020528,junk
0.006822,0.003529,3.173899,0.059514,0.095101,0.038849,0.031122,0.004472,-42.010367,1.043149,0.310728,0.155565,0.200421,0.008843,0.031946,0.027331,-0.016509,-0.025471,0.017634,0.032193,-0.022778,0.000220,0.000029,0.004448,0.000202,0.001166,0.000188,0.256902,0.000021,0.000079,0.000380,0.002989,0.000033,0.070804,0.007707,0.002751,0.135370,0.047637,0.076301,0.090294,0.114564,0.015382,6.875418,0.879283,0.313713,0.161472,0.187769,0.063694,0.072314,0.072673,0.064288,0.076931,0.063454,0.065364,0.066514,0.000289,0.000045,0.007501,0.000317,0.001579,0.000240,0.078921,0.000045,0.000118,0.000544,0.002753,0.000052,0.021665,junk
0.003724,0.015701,3.193332,0.048511,0.093379,0.005456,0.028973,0.000889,-41.992904,1.155689,0.172319,0.199311,0.123514,0.071205,0.010211,0.031335,-0.022972,-0.015354,0.048054,0.000114,-0.031829,0.000220,0.000025,0.003240,0.000148,0.000701,0.000117,0.233329,0.000015,0.000066,0.000326,0.002542,0.000034,0.064339,0.003586,0.026856,0.133156,0.037317,0.073212,0.006415,0.077121,0.000932,6.956688,0.921130,0.162221,0.182548,0.121270,0.083557,0.069205,0.101314,0.072678,0.081668,0.068541,0.060080,0.053929,0.000465,0.000049,0.004906,0.000265,0.000907,0.000238,0.056457,0.000029,0.000135,0.000492,0.002906,0.000058,0.015517,junk
0.003015,0.013236,3.181340,0.048041,0.092893,0.004922,0.022814,0.000903,-42.038245,1.143952,0.209861,0.221743,0.151285,0.074422,-0.008276,0.043789,-0.030656,-0.025257,0.045001,0.033374,-0.028977,0.000130,0.000016,0.003204,0.000153,0.000760,0.000109,0.236097,0.000009,0.000031,0.000300,0.002443,0.000025,0.065111,0.002997,0.022914,0.137695,0.037640,0.073529,0.004682,0.056482,0.000880,6.926188,0.907383,0.186609,0.193597,0.151007,0.117647,0.101992,0.071938,0.076475,0.053040,0.098837,0.073039,0.072421,0.000201,0.000025,0.005647,0.000274,0.001022,0.000154,0.062723,0.000014,0.000034,0.000532,0.002301,0.000055,0.017202,junk
0.002932,0.013898,3.165471,0.047798,0.093355,0.004335,0.025400,0.000806,-42.115512,1.196354,0.194006,0.238586,0.124622,0.060774,0.052843,0.054718,-0.006946,-0.030460,0.038411,0.028390,-0.015861,0.000128,0.000017,0.003657,0.000096,0.000756,0.000080,0.235701,0.000008,0.000030,0.000179,0.002179,0.000021,0.065008,0.002825,0.022436,0.183263,0.037085,0.073648,0.004007,0.057526,0.000775,6.856557,0.965025,0.166410,0.202166,0.125667,0.088277,0.070097,0.082329,0.062841,0.067005,0.094386,0.065210,0.033668,0.000154,0.000027,0.006401,0.000146,0.001060,0.000119,0.061175,0.000014,0.000041,0.000212,0.002007,0.000028,0.016805,junk
0.002897,0.014489,3.180936,0.049314,0.094465,0.004726,0.023576,0.000861,-42.030830,1.141210,0.170281,0.232667,0.145180,0.053171,0.013998,0.042443,-0.008375,-0.052354,0.028791,0.011090,-0.024096,0.000131,0.000012,0.003299,0.000122,0.000618,0.000061,0.234362,0.000010,0.000032,0.000175,0.002278,0.000017,0.064652,0.003102,0.022442,0.140963,0.037827,0.074286,0.004539,0.062622,0.000820,6.935742,0.910378,0.154276,0.204598,0.128106,0.079763,0.050087,0.073294,0.056243,0.068865,0.051319,0.036390,0.047087,0.000207,0.000017,0.006002,0.000172,0.000833,0.000084,0.057936,0.000017,0.000047,0.000207,0.002497,0.000025,0.015912,junk
0.002862,0.014393,3.184375,0.046518,0.091744,0.004669,0.022722,0.000736,-42.110130,1.183449,0.186064,0.217354,0.157576,0.030370,0.002809,0.058821,-0.019856,-0.042587,0.018006,0.022559,-0.003733,0.000149,0.000017,0.002941,0.000131,0.000558,0.000093,0.231355,0.000007,0.000033,0.000210,0.001961,0.000030,0.063815,0.002850,0.021019,0.144142,0.036296,0.072279,0.005673,0.056028,0.000744,6.849104,0.961491,0.172572,0.192495,0.139059,0.079239,0.080352,0.074603,0.053996,0.074788,0.052969,0.057726,0.046886,0.000192,0.000036,0.004948,0.000192,0.000745,0.000164,0.056238,0.000014,0.000058,0.000331,0.002385,0.000055,0.015432,junk
0.003932,0.012299,3.175499,0.048163,0.093657,0.004721,0.030802,0.000889,-42.155184,1.203974,0.204743,0.224999,0.113443,0.052439,0.030282,0.056406,-0.009586,-0.030354,0.032790,0.021998,-0.010131,0.000130,0.000019,0.003733,0.000137,0.000537,0.000091,0.238113,0.000009,0.000046,0.000150,0.002365,0.000029,0.065671,0.004676,0.020034,0.154649,0.036998,0.073753,0.004415,0.076817,0.000856,6.804170,0.982713,0.189216,0.193999,0.138513,0.067617,0.047643,0.081629,0.065008,0.089057,0.082490,0.046196,0.058660,0.000190,0.000034,0.006970,0.000183,0.000589,0.000127,0.063284,0.000015,0.000092,0.000174,0.003302,0.000038,0.017368,junk
0.003501,0.016056,3.178143,0.047646,0.092984,0.004792,0.027656,0.000917,-41.993065,1.186781,0.199714,0.247501,0.135696,0.041679,0.021083,0.059576,-0.011483,-0.050603,0.021675,0.033784,-0.017940,0.000173,0.000022,0.003403,0.000123,0.000514,0.000082,0.235845,0.000012,0.000044,0.000234,0.002425,0.000025,0.065037,0.003362,0.026460,0.138939,0.037220,0.073268,0.005009,0.079979,0.000830,6.947612,0.956791,0.180094,0.208009,0.135418,0.080867,0.053579,0.074638,0.076352,0.073459,0.049296,0.061711,0.052251,0.000271,0.000038,0.004973,0.000184,0.000706,0.000179,0.052421,0.000023,0.000074,0.000411,0.002467,0.000043,0.014392,junk
0.003085,0.011378,3.192328,0.048186,0.093693,0.004260,0.023792,0.000778,-42.322400,1.172510,0.215316,0.234822,0.151833,0.002791,0.002727,0.058062,0.000930,-0.022897,0.010767,0.021931,-0.019783,0.000103,0.000015,0.003015,0.000090,0.000514,0.000079,0.238851,0.000006,0.000035,0.000242,0.002094,0.000023,0.065886,0.003066,0.016082,0.132464,0.037512,0.073736,0.004189,0.062505,0.000752,6.713968,0.940749,0.187442,0.214160,0.145224,0.072348,0.059228,0.080316,0.055574,0.073016,0.063281,0.061597,0.059113,0.000168,0.000020,0.005160,0.000122,0.000623,0.000081,0.061450,0.000009,0.000056,0.000291,0.002077,0.000036,0.016882,junk
0.002696,0.012965,3.186382,0.047184,0.092412,0.004222,0.025412,0.000792,-42.178483,1.173982,0.193498,0.237253,0.125191,0.024873,-0.002538,0.067999,-0.004971,-0.034200,0.024034,0.016050,-0.009411,0.000151,0.000015,0.003563,0.000113,0.000644,0.000093,0.234100,0.000007,0.000028,0.000190,0.002001,0.000028,0.064558,0.002632,0.020127,0.142797,0.036042,0.072433,0.004025,0.061459,0.000803,6.807606,0.938518,0.168456,0.204878,0.108736,0.076519,0.086600,0.098105,0.065467,0.088674,0.057019,0.053240,0.045602,0.000202,0.000022,0.005181,0.000191,0.000804,0.000128,0.061131,0.000012,0.000035,0.000226,0.001954,0.000043,0.016785,junk
0.003126,0.013198,3.193216,0.047654,0.092838,0.004720,0.029333,0.000778,-42.149508,1.176835,0.173560,0.215393,0.115776,0.051539,0.014394,0.049462,-0.013641,-0.043185,0.026569,0.047053,-0.007214,0.000150,0.000018,0.003924,0.000147,0.000491,0.000088,0.237626,0.000010,0.000056,0.000234,0.001947,0.000030,0.065579,0.003308,0.019134,0.140217,0.036803,0.072945,0.005788,0.063535,0.000811,6.828993,0.944567,0.165215,0.189670,0.127101,0.085332,0.061236,0.073337,0.091260,0.073277,0.074942,0.072173,0.043226,0.000239,0.000035,0.009441,0.000250,0.000658,0.000137,0.064306,0.000023,0.000104,0.000520,0.002108,0.000059,0.017723,junk
0.003335,0.014521,3.180371,0.048921,0.094150,0.004731,0.026575,0.000931,-42.015700,1.191124,0.169659,0.237475,0.125014,0.039093,0.004470,0.053596,-0.006480,-0.045524,0.015419,0.030439,-0.008878,0.000098,0.000022,0.002889,0.000138,0.000543,0.000082,0.239489,0.000008,0.000046,0.000192,0.002522,0.000020,0.066051,0.003304,0.026007,0.140627,0.037671,0.073935,0.004526,0.078204,0.000826,6.923236,0.962781,0.157193,0.200554,0.121004,0.063861,0.085807,0.081924,0.060860,0.081485,0.068899,0.064129,0.046841,0.000099,0.000034,0.004136,0.000233,0.000584,0.000100,0.058867,0.000013,0.000073,0.000250,0.002726,0.000029,0.016165,junk
0.002862,0.009813,3.201842,0.048151,0.093212,0.004736,0.029595,0.000750,-42.308460,1.183094,0.194540,0.233502,0.122408,0.037007,0.011893,0.042861,-0.032771,-0.035840,0.049172,0.030910,0.004963,0.000133,0.000020,0.003663,0.000129,0.000658,0.000092,0.239611,0.000010,0.000040,0.000200,0.002080,0.000036,0.066091,0.003013,0.016428,0.128196,0.036869,0.073067,0.005428,0.063280,0.000758,6.702327,0.951445,0.176916,0.213285,0.133861,0.069491,0.066094,0.068105,0.075337,0.071620,0.066457,0.057463,0.048796,0.000202,0.000043,0.006921,0.000203,0.000749,0.000143,0.065437,0.000019,0.000071,0.000305,0.002259,0.000081,0.017955,junk
0.002709,0.009570,3.184388,0.048208,0.093935,0.004398,0.032951,0.000819,-42.316000,1.198839,0.185218,0.231359,0.129391,0.033584,0.005048,0.019280,-0.023313,-0.037450,0.038961,0.035522,-0.000728,0.000106,0.000013,0.003653,0.000125,0.000473,0.000090,0.238893,0.000008,0.000043,0.000232,0.002258,0.000019,0.065901,0.002938,0.013618,0.150593,0.037223,0.073943,0.003808,0.091909,0.000816,6.684304,0.962549,0.153994,0.196863,0.118879,0.072812,0.071512,0.077121,0.069096,0.095621,0.059546,0.061613,0.046718,0.000138,0.000015,0.006811,0.000146,0.000632,0.000104,0.068192,0.000009,0.000057,0.000283,0.002408,0.000024,0.018753,junk
0.002723,0.013875,3.206032,0.047708,0.092622,0.004824,0.026266,0.000806,-42.178407,1.176960,0.170234,0.242041,0.127672,0.025701,0.007203,0.062209,0.003674,-0.043539,0.032857,0.023597,-0.020737,0.000181,0.000025,0.003403,0.000118,0.000515,0.000106,0.234876,0.000009,0.000043,0.000202,0.002207,0.000029,0.064774,0.003168,0.024006,0.123523,0.036758,0.072693,0.005270,0.056011,0.000847,6.799506,0.937091,0.148567,0.204534,0.133160,0.070042,0.052069,0.093299,0.071445,0.071225,0.053977,0.055370,0.062098,0.000310,0.000041,0.005620,0.000172,0.000672,0.000156,0.056781,0.000018,0.000074,0.000268,0.002356,0.000050,0.015572,junk
0.003112,0.013061,3.193627,0.047247,0.092066,0.005369,0.027011,0.000875,-42.177245,1.190865,0.180622,0.239421,0.122488,0.037648,-0.002517,0.033105,-0.023463,-0.029009,0.051908,0.019751,-0.014388,0.000211,0.000018,0.003336,0.000167,0.000689,0.000131,0.236027,0.000011,0.000064,0.000326,0.002496,0.000033,0.065073,0.003207,0.020939,0.122077,0.036529,0.072382,0.005908,0.074485,0.000904,6.791777,0.951838,0.169607,0.201223,0.121792,0.075728,0.047266,0.080101,0.059840,0.082275,0.069970,0.057305,0.055492,0.000402,0.000027,0.004368,0.000287,0.000985,0.000226,0.062540,0.000026,0.000124,0.000530,0.002209,0.000054,0.017179,junk
0.002807,0.013942,3.190936,0.049081,0.093817,0.005093,0.024122,0.000806,-42.105985,1.170565,0.190238,0.257603,0.125774,0.036543,0.005471,0.032973,-0.017794,-0.042810,0.033506,0.018746,-0.007853,0.000152,0.000017,0.002681,0.000144,0.000532,0.000116,0.236754,0.000008,0.000040,0.000285,0.002348,0.000025,0.065297,0.003125,0.021078,0.127313,0.038002,0.073892,0.004739,0.074487,0.000756,6.863432,0.937164,0.166105,0.209034,0.112712,0.081252,0.065397,0.078682,0.077740,0.083800,0.058590,0.051823,0.056007,0.000209,0.000022,0.003670,0.000207,0.000665,0.000161,0.065193,0.000016,0.000061,0.000369,0.002267,0.000037,0.017932,junk
0.002640,0.015104,3.196907,0.047162,0.092007,0.005156,0.028000,0.000847,-42.160406,1.218514,0.200629,0.255212,0.137511,0.027815,0.014653,0.043991,-0.032312,-0.056118,0.038900,0.031390,-0.014704,0.000161,0.000016,0.003704,0.000154,0.000782,0.000116,0.235572,0.000009,0.000050,0.000282,0.002630,0.000027,0.064941,0.002503,0.022766,0.124165,0.036769,0.072166,0.006327,0.083487,0.000859,6.819953,0.971835,0.168012,0.220772,0.123813,0.070080,0.052890,0.055345,0.068196,0.081407,0.067474,0.066363,0.046547,0.000286,0.000032,0.004741,0.000240,0.001351,0.000162,0.054132,0.000019,0.000094,0.000485,0.002766,0.000066,0.014859,junk
0.003182,0.014429,3.200489,0.048352,0.093338,0.004719,0.025231,0.000833,-42.131064,1.209522,0.205635,0.238664,0.116529,0.043273,0.007546,0.043734,-0.031932,-0.049021,0.028305,0.024647,0.005764,0.000108,0.000012,0.002764,0.000147,0.000782,0.000099,0.238310,0.000008,0.000042,0.000206,0.002579,0.000020,0.065716,0.003565,0.026676,0.122702,0.037350,0.073424,0.004542,0.055014,0.000846,6.842428,0.968818,0.175974,0.204565,0.125000,0.087914,0.039212,0.084629,0.083260,0.080468,0.065841,0.059550,0.045634,0.000139,0.000019,0.003650,0.000207,0.001215,0.000142,0.061071,0.000014,0.000065,0.000321,0.002832,0.000028,0.016755,junk
0.003210,0.014999,3.198715,0.049170,0.092447,0.007199,0.022536,0.000861,-42.061431,1.137003,0.212039,0.235860,0.161679,0.033882,0.005949,0.023641,-0.009836,-0.042315,0.038134,0.027935,-0.013872,0.000127,0.000015,0.002818,0.000159,0.000596,0.000114,0.235928,0.000014,0.000052,0.000232,0.002694,0.000027,0.065058,0.004232,0.024406,0.121480,0.038045,0.072622,0.007697,0.071787,0.000814,6.886370,0.910063,0.185147,0.204477,0.146823,0.089382,0.068690,0.095062,0.056957,0.083538,0.060614,0.061370,0.045319,0.000222,0.000020,0.003628,0.000211,0.000741,0.000161,0.062604,0.000024,0.000085,0.000315,0.002425,0.000042,0.017223,junk
0.002939,0.017522,3.195196,0.048464,0.093595,0.005020,0.029644,0.000847,-41.982035,1.208302,0.184899,0.214327,0.131990,0.028918,-0.012698,0.027500,-0.029971,-0.036795,0.029352,0.007771,-0.019642,0.000171,0.000017,0.002785,0.000161,0.000514,0.000118,0.236393,0.000011,0.000055,0.000243,0.002552,0.000026,0.065191,0.003123,0.025042,0.136078,0.037308,0.073489,0.004788,0.077912,0.000773,6.948056,0.969597,0.163224,0.184520,0.115611,0.070738,0.074542,0.082261,0.059514,0.077024,0.042862,0.056479,0.056998,0.000265,0.000021,0.004109,0.000208,0.000598,0.000164,0.064418,0.000022,0.000087,0.000351,0.002378,0.000040,0.017707,junk
0.003168,0.011642,3.167111,0.047297,0.093508,0.004147,0.028065,0.000792,-42.202335,1.201369,0.171835,0.217187,0.135804,0.055682,0.001338,0.041937,-0.016898,-0.036636,0.036430,0.040365,-0.025681,0.000129,0.000016,0.003787,0.000102,0.000524,0.000077,0.237816,0.000006,0.000033,0.000239,0.002079,0.000021,0.065585,0.003485,0.019554,0.158989,0.036993,0.073993,0.003711,0.071158,0.000766,6.774077,0.963606,0.175704,0.199432,0.146837,0.082229,0.093098,0.076853,0.077188,0.081654,0.066651,0.068695,0.045730,0.000169,0.000021,0.006071,0.000141,0.000643,0.000082,0.066550,0.000008,0.000046,0.000300,0.002011,0.000026,0.018272,junk
0.003085,0.014985,3.196143,0.047579,0.092674,0.004703,0.032436,0.000861,-42.164664,1.206317,0.199208,0.224049,0.120451,0.025052,-0.013798,0.049516,0.006236,-0.049580,0.023332,0.023158,-0.013697,0.000170,0.000021,0.004367,0.000158,0.000563,0.000093,0.238139,0.000008,0.000046,0.000296,0.002355,0.000028,0.065699,0.003511,0.021771,0.139266,0.037669,0.073193,0.005492,0.066760,0.000971,6.803438,0.972664,0.177407,0.188508,0.119388,0.069121,0.075177,0.083898,0.066990,0.073835,0.059637,0.061643,0.062298,0.000279,0.000036,0.009618,0.000282,0.000820,0.000176,0.064293,0.000018,0.000085,0.000568,0.002523,0.000063,0.017709,junk
0.003168,0.016641,3.196293,0.048376,0.094313,0.004309,0.029801,0.000847,-42.058651,1.190927,0.171556,0.243877,0.136477,0.033430,-0.001008,0.053838,-0.025599,-0.054465,0.005310,0.021391,-0.000357,0.000161,0.000016,0.004174,0.000112,0.000645,0.000102,0.233295,0.000006,0.000035,0.000248,0.002238,0.000026,0.064337,0.003442,0.027592,0.122976,0.037363,0.074277,0.003917,0.068376,0.000836,6.887994,0.961832,0.161551,0.210933,0.133621,0.084807,0.060818,0.063555,0.078582,0.074753,0.043759,0.050429,0.044537,0.000255,0.000021,0.007697,0.000159,0.000838,0.000192,0.062515,0.000008,0.000043,0.000350,0.002564,0.000043,0.017157,junk
0.010560,0.000851,3.133274,0.065437,0.088853,0.102071,0.032573,0.012389,-42.776571,0.884787,0.346945,0.140709,0.227314,0.026270,0.019665,0.036129,-0.052826,-0.062660,0.033168,0.018384,-0.022429,0.000241,0.000041,0.002854,0.000179,0.000787,0.000185,0.251490,0.000088,0.000080,0.000331,0.002923,0.000048,0.069330,0.013068,0.000971,0.225606,0.053141,0.071908,0.170902,0.116572,0.027040,6.273966,0.785655,0.339381,0.193560,0.214428,0.080191,0.097697,0.085071,0.082047,0.102769,0.089142,0.074408,0.070107,0.000477,0.000062,0.003318,0.000207,0.000875,0.000243,0.080431,0.000235,0.000130,0.000344,0.002621,0.000070,0.022107,junk
0.004585,0.011417,3.159439,0.049498,0.088360,0.015828,0.026419,0.000903,-42.027188,1.050897,0.244488,0.183993,0.163459,0.036052,0.037628,0.040139,-0.027073,-0.022773,0.004358,0.040880,0.000733,0.000153,0.000031,0.011412,0.000144,0.000720,0.000123,0.221204,0.000010,0.000042,0.000274,0.002127,0.000030,0.061599,0.005215,0.018791,0.177163,0.037778,0.069864,0.022240,0.072924,0.000955,6.907121,0.882940,0.211535,0.172900,0.165057,0.070960,0.073157,0.079557,0.073860,0.089122,0.085106,0.069349,0.047100,0.000186,0.000054,0.022364,0.000160,0.001131,0.000142,0.048708,0.000015,0.000054,0.000376,0.002164,0.000049,0.014611,junk
